1;SC3005330317;Valls Oleynik Jesus Silva;SUP.07971 (ARCS1);1;Arquitetura e Organização de Computadores;Regular
2;SC3005330317;Valls Oleynik Jesus Silva;SUP.07974 (INWS1);1;Introdução a Web;Regular
3;SC3005330317;Valls Oleynik Jesus Silva;SUP.07970 (AP1S1);1;Algoritmos e Programação I;Regular
4;SC3005330317;Valls Oleynik Jesus Silva;SUP.08006 (ADMS1);1;Introdução à Administração;Regular
5;SC3005330317;Valls Oleynik Jesus Silva;SUP.07975 (IG1S1);1;Inglês para Computação I;Regular
6;SC3005330317;Valls Oleynik Jesus Silva;SUP.07972 (CE1S1);1;Comunicação e Expressão I;Regular
7;SC3005330317;Valls Oleynik Jesus Silva;SUP.07973 (MATS1);1;Fundamentos da Matemática;Regular
8;SC3005330317;Valls Oleynik Jesus Silva;SUP.07976 (AP2S2);2;Algoritmos e Programação II;Regular
9;SC3005330317;Valls Oleynik Jesus Silva;SUP.07977 (CE2S2);2;Comunicação e Expressão II;Regular
10;SC3005330317;Valls Oleynik Jesus Silva;SUP.07979 (MACS2);2;Matemática para a Computação;Regular
11;SC3005330317;Valls Oleynik Jesus Silva;SUP.07982 (PW1S2);2;Programação para Web I;Regular
12;SC3005330317;Valls Oleynik Jesus Silva;SUP.07978 (IG2S2);2;Inglês para Computação II;Regular
13;SC3005330317;Valls Oleynik Jesus Silva;SUP.07980 (SOPS2);2;Sistemas Operacionais;Regular
14;SC3005330317;Valls Oleynik Jesus Silva;SUP.07981 (SINS2);2;Sistemas de Informação;Regular
15;SC3005330317;Valls Oleynik Jesus Silva;SUP.07985 (ESDS3);3;Estrutura de Dados;Regular
16;SC3005330317;Valls Oleynik Jesus Silva;SUP.07986 (POOS3);3;Programação Orientada a Objetos;Regular
17;SC3005330317;Valls Oleynik Jesus Silva;SUP.07983 (BD1S3);3;Banco de Dados I;Regular
18;SC3005330317;Valls Oleynik Jesus Silva;SUP.07987 (PW2S3);3;Programação para Web II;Regular
19;SC3005330317;Valls Oleynik Jesus Silva;SUP.07984 (ESWS3);3;Engenharia de Software;Regular
20;SC3005330317;Valls Oleynik Jesus Silva;SUP.07992 (PW3S4);4;Programação para a Web III;Regular
21;SC3005330317;Valls Oleynik Jesus Silva;SUP.07988 (BD2S4);4;Banco de Dados II;Regular
22;SC3005330317;Valls Oleynik Jesus Silva;SUP.07991 (MPCS4);4;Metodologia de Pesquisa;Regular
23;SC3005330317;Valls Oleynik Jesus Silva;SUP.07993 (RC1S4);4;Redes de Computadores I;Regular
24;SC3005330317;Valls Oleynik Jesus Silva;SUP.07989 (DOOS4);4;Desenvolvimento Orientados a Objetos;Regular
25;SC3005330317;Valls Oleynik Jesus Silva;SUP.07990 (IHCS4);4;Interface Humano-Computador;Regular
26;SC3005330317;Valls Oleynik Jesus Silva;SUP.07996 (PDMS5);5;Programação para Dispositivos Móveis;Regular
27;SC3005330317;Valls Oleynik Jesus Silva;SUP.07998 (RC2S5);5;Redes de Computadores II;Regular
28;SC3005330317;Valls Oleynik Jesus Silva;SUP.07997 (PW4S5);5;Programação para Web IV;Regular
29;SC3005330317;Valls Oleynik Jesus Silva;SUP.07994 (GPSS5);5;Gestão de Projetos de Software;Regular
30;SC3005330317;Valls Oleynik Jesus Silva;SUP.07999 (TC1S5);5;Tópicos em Computação I;Regular
31;SC3005330317;Valls Oleynik Jesus Silva;SUP.07995 (ESTS5);5;Probabilidade e Estatística;Regular
32;SC3005330317;Valls Oleynik Jesus Silva;SUP.08002 (FAIS6);6;Finanças e Análise de Investimentos;Regular
33;SC3005330317;Valls Oleynik Jesus Silva;SUP.08005 (TC2S6);6;Tópicos em Computação II;Regular
34;SC3005330317;Valls Oleynik Jesus Silva;SUP.08001 (CSSS6);6;Computação, Sociedade e Sustentabilidade;Regular
35;SC3005330317;Valls Oleynik Jesus Silva;SUP.08000 (SEGS6);6;Auditoria e Segurança de Sistemas;Regular
36;SC3005330317;Valls Oleynik Jesus Silva;SUP.08004 (PRSS6);6;Projeto de Sistemas;Regular
37;SC3005330317;Valls Oleynik Jesus Silva;SUP.08003 (EMPS6);6;Empreendedorismo;Regular
38;SC1503545317;Thamiris Nucci Prado Castro;SUP.04860 (FOCT2);2;ADMINISTRAÇÃO FINANCEIRA, ORÇAMENTÁRIA E CONTÁBIL;Regular
39;SC1503545317;Thamiris Nucci Prado Castro;SUP.04862 (LP1T2);2;LINGUAGEM DE PROGRAMAÇÃO I;Regular
40;SC1503545317;Thamiris Nucci Prado Castro;SUP.04861 (ISOT2);2;INTRODUÇÃO A SISTEMAS OPERACIONAIS;Regular
41;SC1503545317;Thamiris Nucci Prado Castro;SUP.04866 (LP2T3);3;LINGUAGEM DE PROGRAMAÇÃO II;Regular
42;SC1503545317;Thamiris Nucci Prado Castro;SUP.04865 (GPST3);3;GESTÃO DE PROJETOS DE SISTEMAS;Regular
43;SC1503545317;Thamiris Nucci Prado Castro;SUP.04867 (PEST3);3;ESTATÍSTICA;Regular
44;SC1503545317;Thamiris Nucci Prado Castro;SUP.04864 (EPOT3);3;ESTRUTURA DE DADOS, PESQUISA E ORDENAÇÃO;Regular
45;SC1503545317;Thamiris Nucci Prado Castro;SUP.04863 (BD2T3);3;BANCO DE DADOS II;Regular
46;SC1503545317;Thamiris Nucci Prado Castro;SUP.04871 (RC1T4);4;REDES DE COMPUTADORES I;Regular
47;SC1503545317;Thamiris Nucci Prado Castro;SUP.04870 (OPET4);4;PESQUISA OPERACIONAL;Regular
48;SC1503545317;Thamiris Nucci Prado Castro;SUP.04874 (MP1T5);5;METODOLOGIA DE PESQUISA CIENTÍFICA E TECNOLÓGICO I;Regular
49;SC1503545317;Thamiris Nucci Prado Castro;SUP.04876 (RC2T5);5;REDES DE COMPUTADORES II;Regular
50;SC1503545317;Thamiris Nucci Prado Castro;SUP.04881 (SEGT6);6;SEGURANÇA E AUDITORIA DE SISTEMAS;Regular
51;SC1503545317;Thamiris Nucci Prado Castro;SUP.04880 (PRJT6);6;PROJETO DE SISTEMAS;Regular
52;SC1503545317;Thamiris Nucci Prado Castro;SUP.04877 (DW2T6);6;DESENVOLVIMENTO PARA WEB II;Regular
53;SC3002438317;Francisco Galo Kael;SUP.07970 (AP1S1);1;Algoritmos e Programação I;Regular
54;SC3002438317;Francisco Galo Kael;SUP.07973 (MATS1);1;Fundamentos da Matemática;Regular
55;SC3002438317;Francisco Galo Kael;SUP.07975 (IG1S1);1;Inglês para Computação I;Regular
56;SC3002438317;Francisco Galo Kael;SUP.07979 (MACS2);2;Matemática para a Computação;Regular
57;SC3002438317;Francisco Galo Kael;SUP.07978 (IG2S2);2;Inglês para Computação II;Regular
58;SC3002438317;Francisco Galo Kael;SUP.07976 (AP2S2);2;Algoritmos e Programação II;Regular
59;SC3002438317;Francisco Galo Kael;SUP.07982 (PW1S2);2;Programação para Web I;Regular
60;SC3002438317;Francisco Galo Kael;SUP.07987 (PW2S3);3;Programação para Web II;Regular
61;SC3002438317;Francisco Galo Kael;SUP.07985 (ESDS3);3;Estrutura de Dados;Regular
62;SC3002438317;Francisco Galo Kael;SUP.07986 (POOS3);3;Programação Orientada a Objetos;Regular
63;SC3002438317;Francisco Galo Kael;SUP.07983 (BD1S3);3;Banco de Dados I;Regular
64;SC3002438317;Francisco Galo Kael;SUP.07984 (ESWS3);3;Engenharia de Software;Regular
65;SC3002438317;Francisco Galo Kael;SUP.07988 (BD2S4);4;Banco de Dados II;Regular
66;SC3002438317;Francisco Galo Kael;SUP.07990 (IHCS4);4;Interface Humano-Computador;Regular
67;SC3002438317;Francisco Galo Kael;SUP.07992 (PW3S4);4;Programação para a Web III;Regular
68;SC3002438317;Francisco Galo Kael;SUP.07991 (MPCS4);4;Metodologia de Pesquisa;Regular
69;SC3002438317;Francisco Galo Kael;SUP.07993 (RC1S4);4;Redes de Computadores I;Regular
70;SC3002438317;Francisco Galo Kael;SUP.07989 (DOOS4);4;Desenvolvimento Orientados a Objetos;Regular
71;SC3002438317;Francisco Galo Kael;SUP.07998 (RC2S5);5;Redes de Computadores II;Regular
72;SC3002438317;Francisco Galo Kael;SUP.07996 (PDMS5);5;Programação para Dispositivos Móveis;Regular
73;SC3002438317;Francisco Galo Kael;SUP.07994 (GPSS5);5;Gestão de Projetos de Software;Regular
74;SC3002438317;Francisco Galo Kael;SUP.07997 (PW4S5);5;Programação para Web IV;Regular
75;SC3002438317;Francisco Galo Kael;SUP.07999 (TC1S5);5;Tópicos em Computação I;Regular
76;SC3002438317;Francisco Galo Kael;SUP.07995 (ESTS5);5;Probabilidade e Estatística;Regular
77;SC3002438317;Francisco Galo Kael;SUP.08004 (PRSS6);6;Projeto de Sistemas;Regular
78;SC3002438317;Francisco Galo Kael;SUP.08000 (SEGS6);6;Auditoria e Segurança de Sistemas;Regular
79;SC3002438317;Francisco Galo Kael;SUP.08002 (FAIS6);6;Finanças e Análise de Investimentos;Regular
80;SC3002438317;Francisco Galo Kael;SUP.08003 (EMPS6);6;Empreendedorismo;Regular
81;SC3002438317;Francisco Galo Kael;SUP.08005 (TC2S6);6;Tópicos em Computação II;Regular
82;SC3002438317;Francisco Galo Kael;SUP.08001 (CSSS6);6;Computação, Sociedade e Sustentabilidade;Regular
91;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04862 (LP1T2);2;LINGUAGEM DE PROGRAMAÇÃO I;Regular
92;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04858 (BD1T2);2;BANCO DE DADOS I;Regular
93;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04863 (BD2T3);3;BANCO DE DADOS II;Regular
94;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04864 (EPOT3);3;ESTRUTURA DE DADOS, PESQUISA E ORDENAÇÃO;Regular
95;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04866 (LP2T3);3;LINGUAGEM DE PROGRAMAÇÃO II;Regular
96;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04868 (AOOT4);4;ANÁLISE ORIENTADA A OBJETO;Regular
97;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04869 (LP3T4);4;LINGUAGEM DE PROGRAMAÇÃO III;Regular
98;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04870 (OPET4);4;PESQUISA OPERACIONAL;Regular
99;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04875 (POOT5);5;PROGRAMAÇÃO ORIENTADA OBJETO;Regular
100;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04876 (RC2T5);5;REDES DE COMPUTADORES II;Regular
101;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04873 (DW1T5);5;DESENVOLVIMENTO PARA WEB I;Regular
102;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04878 (GCET6);6;GESTÃO DE CARREIRA E EMPREENDEDORISMO;Regular
103;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04879 (MP2T6);6;METODOLOGIA DE PESQUISA CIENTÍFICA E TECNOLÓGICO II;Regular
104;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04881 (SEGT6);6;SEGURANÇA E AUDITORIA DE SISTEMAS;Regular
105;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04880 (PRJT6);6;PROJETO DE SISTEMAS;Regular
106;SC1602110317;Nogiri YURI Leite Melo Marcos;SUP.04877 (DW2T6);6;DESENVOLVIMENTO PARA WEB II;Regular
107;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07971 (ARCS1);1;Arquitetura e Organização de Computadores;Regular
108;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07974 (INWS1);1;Introdução a Web;Regular
109;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07970 (AP1S1);1;Algoritmos e Programação I;Regular
110;SC3005291317;Leonardo Pereira Silva SILVA;SUP.08006 (ADMS1);1;Introdução à Administração;Regular
111;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07975 (IG1S1);1;Inglês para Computação I;Regular
112;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07972 (CE1S1);1;Comunicação e Expressão I;Regular
113;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07973 (MATS1);1;Fundamentos da Matemática;Regular
114;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07976 (AP2S2);2;Algoritmos e Programação II;Regular
115;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07977 (CE2S2);2;Comunicação e Expressão II;Regular
116;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07979 (MACS2);2;Matemática para a Computação;Regular
117;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07982 (PW1S2);2;Programação para Web I;Regular
118;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07978 (IG2S2);2;Inglês para Computação II;Regular
119;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07980 (SOPS2);2;Sistemas Operacionais;Regular
120;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07981 (SINS2);2;Sistemas de Informação;Regular
121;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07985 (ESDS3);3;Estrutura de Dados;Regular
122;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07986 (POOS3);3;Programação Orientada a Objetos;Regular
123;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07983 (BD1S3);3;Banco de Dados I;Regular
124;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07987 (PW2S3);3;Programação para Web II;Regular
125;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07984 (ESWS3);3;Engenharia de Software;Regular
126;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07992 (PW3S4);4;Programação para a Web III;Regular
127;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07988 (BD2S4);4;Banco de Dados II;Regular
128;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07991 (MPCS4);4;Metodologia de Pesquisa;Regular
129;SC3005291317;Leonardo Pereira Silva SILVA;SUP.07993 (RC1S4);4;Redes de Computadores I;Regular
